id,part_name,purchase_count
299776,Hyundai_Venue_Coolant,1
299776,Hyundai_Venue_Brake Fluid,1
299776,Hyundai_Venue_Semi Synthetic,5.5
299776,Hyundai_Venue_Oil Filter,1
299776,Hyundai_Venue_Air Filter,1
299780,Ford_Figo_Timing Belt,1
299780,Ford_Figo_Tensioner Adjuster,1
299780,"Ford_Figo_Guide, Timing Chain",1
299780,"Ford_Figo_Idler,Timing",1
299780,Ford_Figo_Alternator Belt,1
299780,Ford_Figo_Shock Absorber (Front),2
299780,Ford_Figo_Front Strut Bush Kit,2
299780,Ford_Figo_Front Brake pad,1
299791,Renault_Kwid_Head Lamp - L/H,2
299791,Renault_Kwid_Bumper - Front,1
299791,Renault_Kwid_Front Wheel Arch Cladding Left,1
299791,Renault_Kwid_Fender Liner - L/H Front,1
299806,Tata_Tiago_Bumper - Rear,1
299806,"Tata_Tiago_Molding Assy, Bumper Lower",1
299806,Tata_Tiago_Lock Set,1
299806,Tata_Tiago_Lock,1
299823,Honda_City_Coolant,1
299823,Honda_City_Brake Fluid,1
299823,Honda_City_Oil Filter,1
299823,Honda_City_Air Filter,1
299823,Honda_City_Fully Synthetic,4.5
299890,Hyundai_Elite i20_Shock Absorber (Front) - Left,1
299890,Hyundai_Elite i20_Shock Absorber (Front) - Right,1
299890,Hyundai_Elite i20_Lower Arm Rights,1
299890,Hyundai_Elite i20_Lower Arm Lefts,1
299894,Maruti Suzuki_Alto K10_Coolant,1
299894,Maruti Suzuki_Alto K10_Brake Fluid,1
299894,Maruti Suzuki_Alto K10_Oil Filter,1
299894,Maruti Suzuki_Alto K10_Air Filter,1
299894,Maruti Suzuki_Alto K10_Semi Synthetic,3.5
299894,Maruti Suzuki_Alto K10_Wiper Blade,1
299904,Toyota_Innova_Front Bumper Upper Grill,1
299904,Toyota_Innova_Bonnet Patti,2
299904,"Toyota_Innova_Reflector Assy, Rear Left",1
299904,"Toyota_Innova_Reflector Assy, Rear Right",1
299904,Toyota_Innova_Tail Lamp Left,1
299904,Toyota_Innova_Tail Lamp Right,1
299918,Tata_Nano_Coolant,1
299918,Tata_Nano_Brake Fluid,1
299918,Tata_Nano_Oil Filter,1
299918,Tata_Nano_Air Filter,1
299918,Tata_Nano_Semi Synthetic,3
299933,Hyundai_i10_Front Suspension Strut Left,1
299933,Hyundai_i10_Front Suspension Strut Right,1
299933,Hyundai_i10_Front Suspension Bush Kit,2
299933,Hyundai_i10_Front Suspension Strut Mount,2
299933,Hyundai_i10_Link Rod,2
299933,Hyundai_i10_Lower Arm,2
299933,Hyundai_i10_Ball Joint,2
299933,Hyundai_i10_Tie Rod End Set,1
299933,Hyundai_i10_Balance Rod Bush,2
299954,Maruti Suzuki_Swift_Clutch Cable,1
299954,Maruti Suzuki_Swift_Clutch Release Bearing,1
299954,Maruti Suzuki_Swift_Clutch Kit (Disc+Pressure Plate),1
299954,Maruti Suzuki_Swift_Bezel Front Fog Lamp Right,1
299955,Maruti Suzuki_Swift_Coolant,1
299955,Maruti Suzuki_Swift_Brake Fluid,1
299955,Maruti Suzuki_Swift_Oil Filter,1
299955,Maruti Suzuki_Swift_Air Filter,1
299955,Maruti Suzuki_Swift_Semi Synthetic,3.5
299956,Maruti Suzuki_Swift_Coolant,1
299956,Maruti Suzuki_Swift_Brake Fluid,1
299956,Maruti Suzuki_Swift_Oil Filter,1
299956,Maruti Suzuki_Swift_Air Filter,1
299956,Maruti Suzuki_Swift_Semi Synthetic,3.5
299998,Mercedes Benz_A-Class_Coolant,1
299998,Mercedes Benz_A-Class_Brake Fluid,1
299998,Mercedes Benz_A-Class_Fully Synthetic,4
299998,Mercedes Benz_A-Class_Oil Filter,1
299998,Mercedes Benz_A-Class_Air Filter,1
299998,Mercedes Benz_A-Class_Rear Brake Disc,1
299998,Mercedes Benz_A-Class_Rear Brake Pad,1
299998,Mercedes Benz_A-Class_Engine Oil Flush,1
299998,Mercedes Benz_A-Class_Oil Additive,1
299998,Mercedes Benz_A-Class_AC Filter,1
299998,Mercedes Benz_A-Class_Engine Oil - 5W40,4.5
300045,Tata_Indica Vista_Coolant,2
300045,Tata_Indica Vista_Brake Fluid,1
300045,Tata_Indica Vista_Oil Filter,1
300045,Tata_Indica Vista_Air Filter,1
300045,Tata_Indica Vista_Semi Synthetic,4.5
300070,Hyundai_Santro_Coolant,1
300070,Hyundai_Santro_Brake Fluid,1
300070,Hyundai_Santro_Oil Filter,1
300070,Hyundai_Santro_Air Filter,1
300070,Hyundai_Santro_Semi Synthetic,4
300094,Hyundai_Grand i10_Coolant,1
300094,Hyundai_Grand i10_Brake Fluid,1
300094,Hyundai_Grand i10_Oil Filter,1
300094,Hyundai_Grand i10_Air Filter,1
300094,Hyundai_Grand i10_Semi Synthetic,4
300095,Hyundai_Grand i10_Coolant,1
300095,Hyundai_Grand i10_Brake Fluid,1
300095,Hyundai_Grand i10_Oil Filter,1
300095,Hyundai_Grand i10_Air Filter,1
300095,Hyundai_Grand i10_Semi Synthetic,4
300096,Hyundai_Grand i10_Coolant,1
300096,Hyundai_Grand i10_Brake Fluid,1
300096,Hyundai_Grand i10_Oil Filter,1
300096,Hyundai_Grand i10_Air Filter,1
300096,Hyundai_Grand i10_Semi Synthetic,4
300110,Renault_Kwid_Coolant,1
300110,Renault_Kwid_Brake Fluid,1
300110,Renault_Kwid_Oil Filter,1
300110,Renault_Kwid_Air Filter,1
300110,Renault_Kwid_Semi Synthetic,4.5
300157,Hyundai_Elantra_Brake Pads,1
300157,Hyundai_Elantra_Brake Discs,2
300157,Hyundai_Elantra_Brake Fluid,1
300157,Hyundai_Elantra_Brake Disc,2
300157,Hyundai_Elantra_Coolant (Green),2
300157,Hyundai_Elantra_Distilled Water,2
300157,Hyundai_Elantra_Air Filter,1
300157,Hyundai_Elantra_AC Filter,1
300402,Hyundai_Santa Fe_Oil Filter,1
300402,Hyundai_Santa Fe_Air Filter,1
300402,Hyundai_Santa Fe_Rear Brake Pad,1
300402,Hyundai_Santa Fe_Rear Brake Shoe,1
300453,Maruti Suzuki_Swift_Front Brake Disc,2
300453,Maruti Suzuki_Swift_Fender Liner - L/H Front,1
300453,Maruti Suzuki_Swift_Fender Liner - R/H Front,1
300453,Maruti Suzuki_Swift_Link Rod Set Of 2,1
300453,Maruti Suzuki_Swift_Stablizer Bar Bushes,2
300453,Maruti Suzuki_Swift_Shock Absorber (Front) - Left,1
300531,Hyundai_i20_Coolant,1
300531,Hyundai_i20_Brake Fluid,1
300531,Hyundai_i20_Semi Synthetic,5.5
300531,Hyundai_i20_Oil Filter,1
300531,Hyundai_i20_Air Filter,1
300534,Chevrolet_Beat_Head Lamp Set,2
300534,Chevrolet_Beat_Shock Absorber Mount,2
300534,Chevrolet_Beat_Shock Absorber (Rear),2
300534,Chevrolet_Beat_Shock Absorber (Front),2
300534,Chevrolet_Beat_Lower Arm,2
300534,Chevrolet_Beat_Mirror Cap,2
300534,Chevrolet_Beat_Fender Liner - L/H Front,1
300534,Chevrolet_Beat_Fender Liner - R/H Front,1
300534,Chevrolet_Beat_Link Rod,2
300534,Chevrolet_Beat_Oil Filter,1
300534,Chevrolet_Beat_Air Filter,1
300534,Chevrolet_Beat_AC Filter,1
300534,Chevrolet_Beat_Fuel Filter,1
300534,Chevrolet_Beat_Spark Plug Set Of 4,1
300539,Ford_Figo_Shock Absorber (Front),2
300539,Ford_Figo_Shock Absorber Mount,2
300539,Ford_Figo_Shock Absorber Strut Kit,2
300539,Ford_Figo_Shock Absorber (Rear),2
300539,Ford_Figo_Inner Ball Joint,2
300539,Ford_Figo_Tie Rod,2
300539,Ford_Figo_Link Rod,2
300539,Ford_Figo_Rear Strut Bush,2
300539,Ford_Figo_Engine Mounting,1
300539,Ford_Figo_Balance Rod Bush,2
300539,Ford_Figo_Oil Filter,1
300539,Ford_Figo_Air Filter,1
300539,Ford_Figo_AC Filter,1
300539,Ford_Figo_Fuel Filter,1
300539,Ford_Figo_Spark Plug Set Of 4,1
300539,Ford_Figo_Rear Wiper Blade With Arm,1
300539,Ford_Figo_Rear Brake Shoe,1
300549,Renault_Triber_Bumper - Front,1
300549,Renault_Triber_Trim Front Lower Bumper,1
300549,Renault_Triber_Head Lamp - L/H,1
300549,Renault_Triber_Shock Absorber (Front) - Left,1
300549,Renault_Triber_Lower Arm Lefts,1
300549,Renault_Triber_Fender Liner - L/H Front,1
300549,Renault_Triber_Wheel Rim,1
300549,"Renault_Triber_Guard Assy, Front Fender Splash Left (Black)",1
300549,Renault_Triber_Wheel Cap,1
300549,Renault_Triber_Link Rod,1
300549,Renault_Triber_Tie Rod End Left,1
300571,Tata_Nexon_Front Brake Disc,2
300571,Tata_Nexon_Front Brake pad,1
300571,Tata_Nexon_Shock Absorber (Rear),2
300571,"Tata_Nexon_Seal, Diff Side Oil Right",2
300571,"Tata_Nexon_Seal, Diff Side Oil Left",2
300596,Maruti Suzuki_Swift_Bumper - Front,1
300596,"Maruti Suzuki_Swift_Holder, Front Bumper Left",1
300596,"Maruti Suzuki_Swift_Holder, Front Bumper Right",1
300596,Maruti Suzuki_Swift_Front Bumper Upper Grill,1
300596,Maruti Suzuki_Swift_Fender Liner - R/H Front,1
300596,Maruti Suzuki_Swift_Head Lamp - R/H,1
300602,Ford_Endeavour_Balance Rod Bush,2
300602,Ford_Endeavour_Link Rod,2
300602,Ford_Endeavour_Upper Control Arm Bush,2
300602,Ford_Endeavour_Lower Control Arm Bush,2
300697,Volkswagen_Vento_Bumper - Front,1
300697,Volkswagen_Vento_Front Bumper Bracket Right,1
300697,Volkswagen_Vento_Front Bumper Bracket Left,1
300697,"Volkswagen_Vento_Bezel, Non Fog Lamp Left",1
300697,Volkswagen_Vento_Bumper Lower Grill,1
300697,"Volkswagen_Vento_Bezel, Non Fog Lamp Right",1
300697,Volkswagen_Vento_Tie Member,1
300697,Volkswagen_Vento_Fender Liner - L/H Front,1
300697,Volkswagen_Vento_Fog Lamp Cover - Left,1
300697,"Volkswagen_Vento_Panel Assy - Under Cover, Front",1
300697,Volkswagen_Vento_AC Condenser,1
300697,Volkswagen_Vento_Coolant Elbow,1
300697,Volkswagen_Vento_Horn,1
300700,Volkswagen_Polo_Bumper - Front,1
300700,Volkswagen_Polo_Front Bumper Bracket Right,1
300700,Volkswagen_Polo_Front Bumper Bracket Left,1
300700,Volkswagen_Polo_Head Lamp - L/H,1
300700,Volkswagen_Polo_Fog Lamp Cover - Left,1
300706,Hyundai_Aura_Coolant,1
300706,Hyundai_Aura_Brake Fluid,1
300706,Hyundai_Aura_Oil Filter,1
300706,Hyundai_Aura_Air Filter,1
300706,Hyundai_Aura_Semi Synthetic,4.6
300706,Hyundai_Aura_Brake Pad1,1
300706,Hyundai_Aura_AC Filter,1
300706,Hyundai_Aura_Spark Plug Set Of 4,4
300706,Hyundai_Aura_Engine Oil Flush,1
300706,Hyundai_Aura_Oil Additive,1
300719,Honda_Amaze_Bumper - Front,1
300719,"Honda_Amaze_Holder, Front Bumper Left",1
300719,"Honda_Amaze_Holder, Front Bumper Right",1
300719,Honda_Amaze_Mirror Assy Left,1
300729,Maruti Suzuki_Baleno_Brake Adjuster Spring,1
300729,Maruti Suzuki_Baleno_Fender Liner - L/H Front,1
300729,Maruti Suzuki_Baleno_Fender Liner - R/H Front,1
300729,Maruti Suzuki_Baleno_Air Filter,1
300729,Maruti Suzuki_Baleno_Lower Arm Rights,1
300749,Nissan_Micra_Bumper - Front,1
300749,Nissan_Micra_Front Bumper Bracket Right,1
300749,Nissan_Micra_Front Bumper Bracket Left,1
300749,Nissan_Micra_Fender - L/H Front,1
300749,Nissan_Micra_Fender Liner - R/H Front,1
300749,Nissan_Micra_Dashboard,1
300755,Renault_Kwid_Bumper - Front,1
300755,Renault_Kwid_Front Bumper Bracket Right,1
300755,Renault_Kwid_Front Bumper Bracket Left,1
300755,Renault_Kwid_Fender - L/H Front,1
300755,Renault_Kwid_Fender - R/H Front,1
300755,Renault_Kwid_Front Wheel Arch Cladding Right,1
300755,Renault_Kwid_Front Wheel Arch Cladding Left,1
300765,Hyundai_i20_Bumper - Front,1
300765,Hyundai_i20_Bumper Lower Grill,1
300765,Hyundai_i20_Splash Guard Front Bumper,1
300765,Hyundai_i20_Fender Liner - L/H Front,1
300765,"Hyundai_i20_Bracket, Radiator Support Lower",1
300765,Hyundai_i20_Front Fog Lamp Left,1
300765,Hyundai_i20_AC Condenser,1
300765,Hyundai_i20_Intercooler Hose,1
300765,Hyundai_i20_Fender Liner Clip,14
300765,Hyundai_i20_Air Filter,1
300777,Volkswagen_Polo_Shock Absorber Mount,2
300777,Volkswagen_Polo_Shock Absorber Strut Kit,2
300777,Volkswagen_Polo_Link Rod,2
300777,Volkswagen_Polo_Lower Arm Rights,1
300777,Volkswagen_Polo_Lower Arm Lefts,1
300777,Volkswagen_Polo_Front Wheel Bearing,2
300794,Volkswagen_Polo_Semi Synthetic,4.5
300794,Volkswagen_Polo_Air Filter,1
300794,Volkswagen_Polo_Oil Filter,1
300794,Volkswagen_Polo_Coolant,1
300794,Volkswagen_Polo_Brake Fluid,1
300810,Skoda_Rapid_Coolant,1
300810,Skoda_Rapid_Brake Fluid,1
300810,Skoda_Rapid_Semi Synthetic,4.5
300810,Skoda_Rapid_Oil Filter,1
300810,Skoda_Rapid_Air Filter,1
300810,Skoda_Rapid_Mud Flap,1
300810,Skoda_Rapid_Engine Oil Flush,1
300810,Skoda_Rapid_Oil Additive,1
300810,Skoda_Rapid_Brake Pad,1
300810,Skoda_Rapid_AC Filter,1
300810,Skoda_Rapid_Coolant Elbow,1
300810,Skoda_Rapid_Wiper Blade,1
300812,Chevrolet_Beat_Head Lamp - L/H,1
300812,Chevrolet_Beat_Head Lamp - R/H,1
300812,Chevrolet_Beat_Fender Liner - L/H Front,1
300812,Chevrolet_Beat_Fender Liner - R/H Front,1
300812,Chevrolet_Beat_Mirror Cap,2
300814,Toyota_Innova_Bumper - Front,1
300814,Toyota_Innova_Front Bumper Bracket Right,1
300814,Toyota_Innova_Front Bumper Bracket Left,1
300814,Toyota_Innova_Bezel Front Fog Lamp Left,1
300814,Toyota_Innova_Spring,1
300816,Mahindra_KUV100_Lower Arm,2
300816,Mahindra_KUV100_Link Rod,2
300816,Mahindra_KUV100_Front Strut Bush Kit,2
300816,Mahindra_KUV100_Front Suspension Strut Mount,2
300816,Mahindra_KUV100_Tie Rod End Set,1
300816,Mahindra_KUV100_Ball Joint,2
300828,Nissan_Terrano_Front Brake pad,1
300828,Nissan_Terrano_Caliper Pin 18%,2
300828,Nissan_Terrano_Spark Plug Set Of 4,4
300828,Nissan_Terrano_Clutch Release Bearing,1
300828,Nissan_Terrano_Clutch Kit (Disc+Pressure Plate),1
300899,Ford_Figo_Clutch Kit (Disc+Pressure Plate+Bearing),1
300899,Ford_Figo_Front Suspension Strut Left,1
300899,Ford_Figo_Front Suspension Strut Right,1
300899,Ford_Figo_Front Strut Bush Kit,2
300899,Ford_Figo_Link Rod,2
300899,Ford_Figo_Front Suspension Strut Mount,2
300899,Ford_Figo_Lower Arm,2
300899,Ford_Figo_Tie Rod End Set,1
300899,Ford_Figo_Ball Joint,2
300899,Ford_Figo_Balance Rod Bush,1
300900,Renault_Duster_Ac Vent,1
300900,"Renault_Duster_Latch Assy - Front Door, Right",1
300900,Renault_Duster_Front Strut Bush Kit,2
300900,Renault_Duster_Front Suspension Strut Mount,2
300900,Renault_Duster_Front Suspension Strut Left/Right,1
300905,Maruti Suzuki_Ertiga New_Bonnet,1
300905,Maruti Suzuki_Ertiga New_Hinges (Bonnet) Right,1
300905,Maruti Suzuki_Ertiga New_Hinges (Bonnet) Left,1
300905,Maruti Suzuki_Ertiga New_Head Lamp - L/H,1
300905,Maruti Suzuki_Ertiga New_Front Bumper Upper Grill,1
300905,Maruti Suzuki_Ertiga New_Bonnet Latch,1
300912,Maruti Suzuki_Zen_Fuel Filter,1
300912,Maruti Suzuki_Zen_Speed Sensor,1
300912,Maruti Suzuki_Zen_Spark Plug Set Of 4,1
300912,Maruti Suzuki_Zen_Door Handle,1
300919,Renault_Kwid_Lower Arm,2
300919,Renault_Kwid_Dicky Emblems,1
300919,"Renault_Kwid_Dicky Shocks, Right",1
300919,"Renault_Kwid_Dicky Shocks, Left",1
300979,Volkswagen_Ameo_Coolant,1
300979,Volkswagen_Ameo_Brake Fluid,1
300979,Volkswagen_Ameo_Oil Filter,1
300979,Volkswagen_Ameo_Air Filter,1
300979,Volkswagen_Ameo_Semi Synthetic,4.5
300979,Volkswagen_Ameo_Spark Plug 16Mm,3
300979,Volkswagen_Ameo_Front Brake pad,1
300979,Volkswagen_Ameo_AC Filter,1
300979,Volkswagen_Ameo_Belt,1
300979,Volkswagen_Ameo_Wiper Blade,1
300979,Volkswagen_Ameo_Engine Oil Flush,1
300979,Volkswagen_Ameo_Oil Additive,1
301002,Honda_City_Head Lamp - L/H,1
301002,Honda_City_Bumper - Front,1
301002,Honda_City_Bumper Lower Grill,1
301002,Honda_City_Upper Grill Chrome Piece,1
301002,Honda_City_Front Bumper Upper Grill,1
301002,"Honda_City_Holder, Front Bumper Left",1
301002,"Honda_City_Holder, Front Bumper Right",1
301011,Tata_Tiago_Bumper - Front,1
301011,Tata_Tiago_Front Bumper Bracket Right,1
301011,Tata_Tiago_Front Bumper Bracket Left,1
301011,Tata_Tiago_Bonnet,1
301011,Tata_Tiago_Bonnet Latch,1
301011,Tata_Tiago_Hinges (Bonnet) Left,1
301011,"Tata_Tiago_Grill, Radiator Upper",1
301011,Tata_Tiago_Wind Shield - Front,1
301011,Tata_Tiago_Wind Shield Beading,1
301033,Tata_Tiago_Coolant,1
301033,Tata_Tiago_Brake Fluid,1
301033,Tata_Tiago_Oil Filter,1
301033,Tata_Tiago_Air Filter,1
301033,Tata_Tiago_Semi Synthetic,4
301033,Tata_Tiago_AC Filter,1
301033,Tata_Tiago_AC Gas,1
301033,Tata_Tiago_AC Compressor Oil,1
301054,Volkswagen_Vento_Coolant,1
301054,Volkswagen_Vento_Brake Fluid,1
301054,Volkswagen_Vento_Oil Filter,1
301054,Volkswagen_Vento_Air Filter,1
301054,Volkswagen_Vento_Fully Synthetic,4.5
301061,Volkswagen_Vento_Coolant,1
301061,Volkswagen_Vento_Brake Fluid,1
301061,Volkswagen_Vento_Semi Synthetic,4.5
301061,Volkswagen_Vento_Oil Filter,1
301061,Volkswagen_Vento_Air Filter,1
301061,Volkswagen_Vento_Fully Synthetic,4.5
301061,Volkswagen_Vento_AC Filter,1
301065,Maruti Suzuki_Swift_Clutch Release Bearing,1
301065,Maruti Suzuki_Swift_Clutch Kit (Disc+Pressure Plate),1
301065,Maruti Suzuki_Swift_Lower Arm Rights,1
301065,Maruti Suzuki_Swift_Lower Arm Lefts,1
301065,Maruti Suzuki_Swift_Intercooler Hose,2
301080,Tata_Tiago_Bumper - Front,1
301080,Tata_Tiago_Front Bumper Bracket Right,1
301080,Tata_Tiago_Front Bumper Bracket Left,1
301080,Tata_Tiago_Head Lamp - L/H,1
301080,Tata_Tiago_Head Lamp - R/H,1
301080,Tata_Tiago_Bonnet,1
301080,Tata_Tiago_Hinges (Bonnet) Right,1
301080,Tata_Tiago_Hinges (Bonnet) Left,1
301080,"Tata_Tiago_Grill, Radiator Lower",1
301080,"Tata_Tiago_Grill, Radiator Upper",1
301080,Tata_Tiago_Bumper Lower Grill,1
301080,Tata_Tiago_Radiator Assembly,1
301080,Tata_Tiago_AC Condenser,1
301080,Tata_Tiago_Fan Assembly,1
301080,"Tata_Tiago_Mount, Radiator Support Lower",1
301083,Mercedes Benz_C-Class_Water Pump,1
301083,Mercedes Benz_C-Class_Valve Door Gasket,1
301083,Mercedes Benz_C-Class_O Ring,1
301083,Mercedes Benz_C-Class_Wiper Tank,1
301083,Mercedes Benz_C-Class_Air Filter,1
301083,Mercedes Benz_C-Class_Oil Filter,1
301083,Mercedes Benz_C-Class_AC Filter,1
301083,Mercedes Benz_C-Class_Wheel Nut,1
301086,Ford_EcoSport_AC Filter,1
301086,Ford_EcoSport_Oil Filter,1
301086,Ford_EcoSport_Clutch Kit (Disc+Pressure Plate+Bearing),1
301086,Ford_EcoSport_Clutch Slave Cylinder,1
301101,Maruti Suzuki_Zen ESTILO_Balance Rod Bush,2
301101,Maruti Suzuki_Zen ESTILO_Caliper Pin 18%,2
301101,Maruti Suzuki_Zen ESTILO_Front Brake pad,1
301101,Maruti Suzuki_Zen ESTILO_Gear Box Bedding,1
301105,Maruti Suzuki_Swift_Alternator Belt,1
301105,Maruti Suzuki_Swift_Mirror Assy Electrical with Indicator - LH,1
301105,Maruti Suzuki_Swift_Mud Flap,4
301105,Maruti Suzuki_Swift_Caliper,10
301111,Toyota_Corolla Altis_Rear Brake Pad,1
301111,Toyota_Corolla Altis_Front Brake pad,1
301111,Toyota_Corolla Altis_Rear Brake Disc,2
301111,Toyota_Corolla Altis_Front Brake Disc,2
301111,Toyota_Corolla Altis_AC Filter,1
301111,Toyota_Corolla Altis_Oil Filter,1
301111,Toyota_Corolla Altis_Air Filter,1
301111,Toyota_Corolla Altis_Engine Oil - 5W40 (4L),1
301131,Tata_Nano_Bumper - Front,1
301131,Tata_Nano_Front Bumper Bracket Right,1
301131,Tata_Nano_Front Bumper Bracket Left,1
301131,Tata_Nano_Bumper - Rear,1
301131,Tata_Nano_Rear Bumper Bracket Right,1
301131,Tata_Nano_Rear Bumper Bracket Left,1
301131,Tata_Nano_Head Lamp - L/H,1
301131,Tata_Nano_Head Lamp - R/H,1
301131,"Tata_Nano_Lock, Glove Box",1
301131,Tata_Nano_Mud Flap,1
301154,Honda_Brio_Coolant,1
301154,Honda_Brio_Brake Fluid,1
301154,Honda_Brio_Oil Filter,1
301154,Honda_Brio_Air Filter,1
301154,Honda_Brio_Semi Synthetic,4
301165,Hyundai_i10_Coolant,1
301165,Hyundai_i10_Brake Fluid,1
301165,Hyundai_i10_Oil Filter,1
301165,Hyundai_i10_Air Filter,1
301165,Hyundai_i10_Semi Synthetic,3.5
301177,Hyundai_Eon_Coolant,1
301177,Hyundai_Eon_Brake Fluid,1
301177,Hyundai_Eon_Oil Filter,1
301177,Hyundai_Eon_Air Filter,1
301177,Hyundai_Eon_Semi Synthetic,4
301258,Hyundai_Eon_Coolant,1
301258,Hyundai_Eon_Brake Fluid,1
301258,Hyundai_Eon_Oil Filter,1
301258,Hyundai_Eon_Air Filter,1
301258,Hyundai_Eon_Semi Synthetic,4
301271,Hyundai_i10_Coolant,2
301271,Hyundai_i10_Brake Fluid,1
301271,Hyundai_i10_Oil Filter,1
301271,Hyundai_i10_Air Filter,1
301271,Hyundai_i10_Semi Synthetic,3.5
301271,Hyundai_i10_Brake Pad,1
301271,Hyundai_i10_Engine Oil Motor Flush (443ML),1
301277,Tata_Nexon_Coolant,1
301277,Tata_Nexon_Brake Fluid,1
301277,Tata_Nexon_Semi Synthetic,5
301277,Tata_Nexon_Oil Filter,1
301277,Tata_Nexon_Air Filter,1
301277,Tata_Nexon_Bulb (Tail Lamp),1
301277,Tata_Nexon_Battery,1
301305,Hyundai_i20_Front Brake pad,1
301305,Hyundai_i20_Front Brake Disc,2
301305,Hyundai_i20_Wheel Brake Cylinder - L/H Rear,1
301305,Hyundai_i20_Wheel Brake Cylinder - R/H Rear,1
301305,Hyundai_i20_Steering Assembly,1
301305,Hyundai_i20_Front Suspension Strut Assembly Left/Right,1
301307,Maruti Suzuki_Swift Dzire Tour_Coolant,1
301307,Maruti Suzuki_Swift Dzire Tour_Brake Fluid,1
301307,Maruti Suzuki_Swift Dzire Tour_Oil Filter,1
301307,Maruti Suzuki_Swift Dzire Tour_Air Filter,1
301307,Maruti Suzuki_Swift Dzire Tour_Semi Synthetic,3
301316,Maruti Suzuki_Ritz_Lower Arm Rights,1
301316,Maruti Suzuki_Ritz_Lower Arm Lefts,1
301316,Maruti Suzuki_Ritz_Shock Absorber (Front) - Left,1
301316,Maruti Suzuki_Ritz_Shock Absorber (Front) - Right,1
301316,Maruti Suzuki_Ritz_Shock Absorber (Rear),2
301316,Maruti Suzuki_Ritz_Link Rod,1
301316,Maruti Suzuki_Ritz_Stabilizer Bar Bushes,2
301317,Maruti Suzuki_Swift Dzire Tour_Coolant,1
301317,Maruti Suzuki_Swift Dzire Tour_Brake Fluid,1
301317,Maruti Suzuki_Swift Dzire Tour_Oil Filter,1
301317,Maruti Suzuki_Swift Dzire Tour_Air Filter,1
301317,Maruti Suzuki_Swift Dzire Tour_Semi Synthetic,3
301329,Chevrolet_Beat_Coolant,1
301329,Chevrolet_Beat_Brake Fluid,1
301329,Chevrolet_Beat_Oil Filter,1
301329,Chevrolet_Beat_Air Filter,1
301329,Chevrolet_Beat_Semi Synthetic,4.5
301332,Chevrolet_Beat_Coolant,1
301332,Chevrolet_Beat_Brake Fluid,1
301332,Chevrolet_Beat_Oil Filter,1
301332,Chevrolet_Beat_Air Filter,1
301332,Chevrolet_Beat_Semi Synthetic,4.5
301332,Chevrolet_Beat_Clutch Bearing,1
301332,Chevrolet_Beat_Clutch Plate,1
301332,Chevrolet_Beat_Gear Oil,1
301332,Chevrolet_Beat_Wiper Blade,1
301332,Chevrolet_Beat_Rear Wiper Blade,1
301332,Chevrolet_Beat_Wheel Bearing,1
301332,Chevrolet_Beat_Radiator Fan Assembly,1
301332,Chevrolet_Beat_AC Gas,1
301332,Chevrolet_Beat_AC Compressor Oil,1
301338,"Volkswagen_Vento_Centre Ac Vent Assy, Left",1
301338,"Volkswagen_Vento_Centre Ac Vent Assy, Right",1
301338,"Volkswagen_Vento_Ac Vent Assy, Left",1
301338,"Volkswagen_Vento_Ac Vent Assy, Right",1
301347,Tata_Tiago_Coolant,1
301347,Tata_Tiago_Brake Fluid,1
301347,Tata_Tiago_Oil Filter,1
301347,Tata_Tiago_Air Filter,1
301347,Tata_Tiago_Semi Synthetic,4
301376,Tata_Tiago_Coolant,1
301376,Tata_Tiago_Brake Fluid,1
301376,Tata_Tiago_Oil Filter,1
301376,Tata_Tiago_Air Filter,1
301376,Tata_Tiago_Semi Synthetic,4
301376,Tata_Tiago_Front Brake pad,1
301376,Tata_Tiago_AC Gas,1
301376,Tata_Tiago_AC Compressor Oil,1
301376,Tata_Tiago_AC Filter,1
301386,Tata_Nexon_Semi Synthetic,5
301386,Tata_Nexon_Air Filter,1
301386,Tata_Nexon_Oil Filter,1
301386,Tata_Nexon_Coolant,1
301386,Tata_Nexon_Brake Fluid,1
301386,Tata_Nexon_Fuel,1
301386,Tata_Nexon_Brake Pad,1
301386,Tata_Nexon_AC Filter,1
301430,Tata_Nexon_Steering Assembly,1
301430,Tata_Nexon_Link Rod,2
301430,Tata_Nexon_Ball Joint,2
301430,Tata_Nexon_Tie Rod,2
301430,Tata_Nexon_Lower Arm,2
301430,Tata_Nexon_Gear,1
301443,Hyundai_Grand i10_Semi Synthetic,4.5
301443,Hyundai_Grand i10_Oil Filter,1
301443,Hyundai_Grand i10_Air Filter,1
301443,Hyundai_Grand i10_Coolant,1
301443,Hyundai_Grand i10_Brake Fluid,1
301449,Maruti Suzuki_Ignis_Engine Oil - 5W30 (5L) Magnatec Fully Synthetic,3.5
301449,Maruti Suzuki_Ignis_Air Filter,1
301449,Maruti Suzuki_Ignis_Oil Filter,1
301449,Maruti Suzuki_Ignis_Coolant,1
301449,Maruti Suzuki_Ignis_Brake Fluid,1
301451,Maruti Suzuki_Swift Dzire_Head Gasket,1
301451,Maruti Suzuki_Swift Dzire_Timing Kit Packing,1
301451,Maruti Suzuki_Swift Dzire_Rocker Arm,16
301451,Maruti Suzuki_Swift Dzire_Bolt,3
301451,Maruti Suzuki_Swift Dzire_Coolant Tank,1
301451,Maruti Suzuki_Swift Dzire_Gear Box Bedding,1
